epoch,train_loss_total,train_loss_pred,train_loss_kl,train_theta_mean,train_theta_std,train_z_mean,train_z_std,train_beta_kl,val_loss_total,val_loss_pred,val_loss_kl,val_theta_mean,val_theta_std,val_z_mean,val_z_std
69,0.04785861303536867,0.04775877142751831,0.9984153492200861,0.06451457401416653,1.6581415763756733,-0.23236482733650526,4.403237764619384,0.0001,0.05268472774137913,0.052581638832327346,1.0308885649896005,0.07736210745405143,1.6414801940112047,-0.20189666585393354,4.3551170926698495
70,0.04756144797148226,0.04746741222525363,0.940358196757403,0.06688051049136036,1.664328379698799,-0.25745383145198303,4.392055244682949,0.0001,0.052499404308241855,0.052401466793577434,0.9793744901536217,0.06981205635927093,1.6559650092057778,-0.2500168872131428,4.3497073549619865
71,0.04826457213550859,0.048160775976510285,1.0379619801658508,0.07516589163278178,1.673157235021913,-0.242604519154539,4.441140666101161,0.0001,0.05295808440153028,0.052866069888564904,0.9201446754831664,0.09171403335853362,1.6786284010175248,-0.2134928320809989,4.47546729235582
72,0.04780148070629812,0.047703800931387645,0.9767987305698768,0.07970027879648056,1.6738779089590585,-0.26081023174032014,4.432195600777282,0.0001,0.05149156463817811,0.0513983413472142,0.9322331933908059,0.07133598510228412,1.6780602596175502,-0.23847874862627244,4.447102184027013
73,0.047526797421977955,0.04742406465801316,1.027327881719037,0.07825678833106907,1.6814581901099712,-0.27142831172668386,4.474942618110887,0.0001,0.052043000209919164,0.05194239507258778,1.0060506379100638,0.08775542162253823,1.6773044055616353,-0.19828994942068215,4.402985223582093
74,0.04741353866169444,0.047321907501025905,0.9163114695311864,0.07648630471334364,1.689321443623802,-0.29009030791095475,4.47149176961787,0.0001,0.05154629256313955,0.05144669556281936,0.995968866516167,0.0809509933624469,1.7002545326528415,-0.19883454652686774,4.549404090558979
75,0.04752406496786203,0.04742686897780925,0.971959525696126,0.07386620173339946,1.6984110124157759,-0.2610125291305156,4.492662661875967,0.0001,0.05185845740874049,0.05176020990794813,0.9824768993216502,0.0822281762957573,1.6836020946502686,-0.25621339038644037,4.372111542124144
76,0.0472396291779159,0.04714727352768659,0.923557306267652,0.07330468840910317,1.7057175337738932,-0.26065733766747345,4.479509555213617,0.0001,0.05223306268453598,0.05213308853792473,0.9997408960906553,0.06359099439332183,1.6896147795126473,-0.20679939152594184,4.493030373479279
77,0.047180939627874174,0.047089463318193574,0.9147631389421426,0.07460822912055476,1.7062759016165725,-0.24261134079629373,4.49450681815139,0.0001,0.05177852443196404,0.051685673302747835,0.9285115339386631,0.08794799919279528,1.7016826162875538,-0.1870075209249913,4.430219455504082
78,0.047125728178908304,0.04702736799924454,0.9836025554587532,0.07409124592481243,1.7174524185289075,-0.23476841555144076,4.512449727812203,0.0001,0.05150859955121094,0.051406896397681305,1.0170326451180687,0.06651734224927257,1.723832367171704,-0.20563999560832139,4.538626576813174
79,0.04698706124487397,0.04689075959247552,0.9630168847885268,0.07146686502793542,1.7209994115372111,-0.24730408042501806,4.54235809183883,0.0001,0.0516497893127757,0.05155896342975993,0.9082568766365589,0.07522217834919272,1.7137021917692372,-0.2664151461401456,4.480921288611183
80,0.046977004697993,0.04688410112902284,0.92903594003054,0.07598199704612339,1.7279191286059934,-0.25680388214784555,4.547757346930767,0.0001,0.05156432464718819,0.051466560332288205,0.9776435553188055,0.053089733589702925,1.721392443482305,-0.20881400635124933,4.501702550431372
81,0.047143090741301935,0.0470468572127512,0.962335351517103,0.07189034285490296,1.7276681837349548,-0.24631592999237256,4.540424469732688,0.0001,0.05154858351173535,0.05144113979079354,1.0744368895678453,0.07344701959633491,1.7287444161697172,-0.32071207715591915,4.56494831031477
82,0.04689751613428601,0.04680185551634373,0.9566066165588677,0.07369751307193594,1.7342879151789798,-0.24589130874900197,4.56083848675445,0.0001,0.05130729876773458,0.05120643427674199,1.0086455118488258,0.08268936691989362,1.7305067055661913,-0.2263973978623538,4.525113293822383
83,0.047675673487607796,0.04757068338961097,1.049900667705502,0.07586658133283178,1.7540564503170033,-0.1901354387499306,4.6315861976379615,0.0001,0.05295928384006863,0.05284384879427896,1.1543493682230022,0.09195060408870939,1.7777725961846365,-0.09758371197369317,4.691920811021832
84,0.047444413722117246,0.04734036581819053,1.040480003369638,0.07509849285359493,1.7606552887979239,-0.16997774489836842,4.622344011947063,0.0001,0.05146661211907024,0.051364619599681506,1.0199238439680824,0.07280054688453674,1.7555268113042268,-0.2330007164830893,4.610325544652804
85,0.04670038549676141,0.04660256110052338,0.9782438762022801,0.07206675706705869,1.7493555041867082,-0.2113653241133989,4.593901887456647,0.0001,0.051542550482800306,0.05144763276190825,0.9491779518799043,0.07832517873653223,1.7606743825993068,-0.19600756125340998,4.577302590222426
86,0.04665482121306351,0.04655787709365941,0.9694415194314919,0.06929867788752272,1.748095751867413,-0.23818891559112124,4.6069428891102335,0.0001,0.0513641318489968,0.05126964237908242,0.944897537500086,0.06682644910375837,1.7618179657089879,-0.18977694402278308,4.595869608328376
87,0.04666668668283451,0.046570611581682735,0.960750801101671,0.07201276617008882,1.7642834692611151,-0.24633248198155452,4.632270522481806,0.0001,0.0512203809241174,0.05112691758803918,0.9346325582181904,0.07322393431210182,1.7576530130816177,-0.2249425350570343,4.606585563068658
88,0.04789259838565628,0.04779398487632694,0.9861348746724916,0.09114054249033834,1.762635899267654,-0.2828617776093961,4.631384904600587,0.0001,0.05343497213973126,0.053343816122538606,0.9115624243104962,0.07132132949543671,1.7615601680648159,-0.1830878222466145,4.567313650964012
89,0.04757002214396614,0.04747846167117728,0.9156050616428653,0.0854661074031945,1.7658170374841504,-0.25540695248128675,4.5941965524934325,0.0001,0.05276690853733412,0.052677668840952326,0.8923974952227632,0.08369221548799058,1.7560206064036195,-0.2509957657943309,4.591241467166954
90,0.04669142475096942,0.04659147325036369,0.9995153364237418,0.07473370902650521,1.767608671798164,-0.22972726185854067,4.591778286820406,0.0001,0.05126243205347531,0.05115949362516403,1.0293830733903697,0.07696756930418418,1.7640976922612794,-0.2026379192379159,4.589595855121881
91,0.04740951646642088,0.047301188048445096,1.083284894272447,0.08188307766850582,1.7862549173260243,-0.21724599061991198,4.663925624020782,0.0001,0.05214350214096862,0.052041126703712304,1.0237539763181982,0.07421764825851145,1.7741016888282668,-0.1900618305351113,4.603964201161559
92,0.04660371508032454,0.04650149114601989,1.022238407211236,0.0634559577671715,1.7781788362702933,-0.20677723718356741,4.616298340988837,0.0001,0.05160211378210027,0.05149393476230998,1.0817888001321068,0.06077173819214526,1.782861805297959,-0.11680229358427541,4.618873045478068
93,0.046302720242664616,0.04620525650481559,0.9746370392836644,0.06882145529741927,1.7773682503674848,-0.23418520350211017,4.626082491493564,0.0001,0.05179011443970909,0.05168228187191654,1.0783246302268874,0.06682936201842737,1.7861819586283725,-0.14953600357509625,4.619077158645845
94,0.047451257272284365,0.047317553880636055,1.3370340734349686,0.0801394865260878,1.7949508856287222,-0.17640623593244695,4.692053424740346,0.0001,0.052735875400019366,0.052631106280105214,1.0476910194880527,0.05599540493018191,1.7825192565649328,-0.16359383183938098,4.649113433461793
95,0.04649390938293129,0.04639589674042978,0.9801268836956465,0.08211390140795581,1.7854315662892208,-0.24303515759965844,4.670078662106665,0.0001,0.05140836919907113,0.051312385310589424,0.9598393994317928,0.09086218486789246,1.7827924053433915,-0.2416069309791209,4.682206482954428
96,0.04627822027880811,0.04618248943947454,0.9573088646146798,0.08210780396792859,1.785786112714195,-0.22641946474540164,4.678359759213869,0.0001,0.05151472529265243,0.051418657191622426,0.9606830234258947,0.07589737304919203,1.7933365123372682,-0.11104196831042891,4.695862488007881
97,0.046173476112831124,0.04607758992624537,0.9588611847977443,0.07981430891021213,1.792814155243218,-0.2314237335276646,4.685981676802966,0.0001,0.05221996876135678,0.05212498125685772,0.949874396055517,0.0771385709899412,1.7872555977861646,-0.24791051919611407,4.717769770555093
98,0.04624744294274129,0.04615324520593638,0.9419781667301117,0.07662291128724337,1.8009992350905233,-0.23621063216886737,4.6956475530593895,0.0001,0.051274504302672934,0.051173244091406674,1.0126024367104114,0.08832534318658668,1.8133147149018838,-0.20476296309276787,4.642380526368047
99,0.0460832163354061,0.04598848933608769,0.9472705371426435,0.07361455081728804,1.8036516602043573,-0.22337628213833888,4.6983712071000365,0.0001,0.0516638045894428,0.05157223328108519,0.9157107984515983,0.06818272614143264,1.8177611105878588,-0.2634809135761059,4.740189075469971
100,0.04611458550629142,0.04601750715733315,0.9707831055402332,0.06970341147633259,1.8130397790278676,-0.2381439698201672,4.7121632899526595,0.0001,0.05160068977676647,0.05150320081853531,0.974890003741627,0.08452672773683576,1.8000079997828309,-0.18549574684666495,4.7095947265625
101,0.046202341154164786,0.04609391393990225,1.0842729526345303,0.0763798730305626,1.816758944340328,-0.21387832284905844,4.735549608301735,0.0001,0.051972395464987824,0.05181067179836018,1.6172371044964857,0.10790672027309176,1.8255811476371657,-0.16953301100998225,4.823080412099059
102,0.046227836160925524,0.046123033578029535,1.0480259533038572,0.07711251015852653,1.819770574993181,-0.23042396769187284,4.752368781325237,0.0001,0.051496630141013106,0.05139919973804917,0.9743041908237297,0.07036916838145592,1.8074727981862888,-0.25583302586431234,4.724452045601859
103,0.0460964321071153,0.04599833903341268,0.9809306198284427,0.0777285245129736,1.818544352033422,-0.22577025225637465,4.742656250406539,0.0001,0.05140974393612902,0.05128602274286915,1.2372133127400573,0.0819141793418938,1.8193780133421993,-0.30505322769913873,4.74332800717421
